usage_mins,monthly_bill,support_calls,churn
677.5802527000841,100.06151660343451,4.0,1
607.5387199265699,103.30299614733039,4.0,1
916.8023093218084,95.60223427218894,7.0,1
1017.4398853990282,68.83992992310114,7.0,1
993.5072285878877,64.83642885804431,1.0,0
568.5877944265668,86.15671565728232,4.0,1
695.7890297957085,125.70005763555905,2.5,1
849.5032235368554,104.93880510161627,4.0,1
1004.1308305093662,74.7697270411585,2.5,1
654.9981829171304,112.46605745139539,1.0,1
725.4418456006839,-7.0019064807924885,7.0,0
504.4796062385532,124.90926811227942,7.0,1
482.91041022063905,29.589445300322716,2.5,0
965.0061973746075,75.03944893369665,2.5,1
1095.4976068569974,50.050893477337254,5.5,1
752.7175708207199,44.275511301210116,10.0,1
1010.8478954940858,125.30728398349115,2.5,1
856.7926460114321,71.56586035670759,2.5,0
615.1712588947702,98.43462809711362,5.5,0
856.7349453220194,85.45162089698694,5.5,1
1139.1287759518325,102.74234729836301,2.5,1
761.4017506136116,89.53512240498843,4.0,1
1145.5144773953614,44.661256601777204,4.0,1
141.26117501846136,119.87680504175563,2.5,0
967.2566010500536,70.70603275567669,4.0,1
790.891296377161,35.632797344228216,4.0,1
698.2382358881918,72.8721996881249,4.0,0
792.0225863685206,136.52507309093227,4.0,1
292.9834604957857,115.05731748974527,4.0,1
717.2787469189972,75.49447956454065,2.5,1
855.7070171628192,75.47449575749185,2.5,1
1124.6945707379639,76.38604330982638,8.5,1
645.6151476143245,155.53268345750777,5.5,1
575.9615353056349,99.60386992364127,5.5,0
649.5783095397112,101.19137435730529,2.5,0
989.6965082484977,120.9993539830508,4.0,1
848.9002663183243,94.88004224787495,11.5,1
642.8575510959107,78.4516091879168,4.0,1
893.1841839472055,80.52045498019572,4.0,1
793.2986118435297,84.63715843933589,5.5,1
1002.4747977278934,85.77166619517524,1.0,1
601.5072574694354,111.01177494002035,4.0,0
691.3610848165356,88.71421423164088,4.0,1
675.8940432482821,111.17712254811413,4.0,1
418.75641244829154,84.33635285641678,2.5,1
841.0688664954981,89.594961280431,4.0,1
832.6532653231734,21.059377410440447,2.5,1
771.2272295941906,117.2388132651819,4.0,1
713.6990879899648,98.43411970463376,4.0,0
430.31102190790057,119.93433362536852,8.5,1
669.0451225363139,-8.576427480391754,4.0,1
687.7485160335754,155.91636525776403,4.0,1
577.4534553868115,82.39354227087927,2.5,0
731.2914292001577,123.57003295233805,2.5,1
866.9722056354892,52.68310440485749,1.0,1
1222.6846162905272,107.22153886706481,1.0,1
811.8986750796414,52.237286415269345,4.0,1
831.8120937734634,66.41562429703843,7.0,1
752.1329802161198,150.16303467760395,4.0,1
309.49490832823005,80.70748077480957,8.5,0
763.6366698921879,94.17528481493086,2.5,1
784.4552503858463,115.71223511272889,2.5,1
1361.1781069964686,103.35750230309597,4.0,1
723.8333684525306,91.96382386973802,1.0,1
842.371362160067,99.04371308138543,1.0,1
761.6691752707417,166.3127143128631,7.0,1
489.51727097131226,85.0985796978917,5.5,1
1044.277475483605,93.63626854159394,2.5,1
950.4639278448258,121.67159506825121,4.0,1
959.8476672903312,123.48235578761347,1.0,0
551.7470108492627,126.17200008349256,1.0,0
1106.6706346246638,108.07809732696309,2.5,1
433.5557449298526,49.280837879894044,4.0,1
910.8457025120649,140.9032405659362,4.0,1
1295.7093501943948,49.1706020303833,2.5,1
532.2712819686348,96.98697035288811,1.0,0
634.0885448953347,62.10889694936119,5.5,0
793.9163276210339,84.88343456243126,5.5,1
649.1658430121122,97.84915954001487,5.5,0
397.8407765441282,97.60478810985903,8.5,1
786.4551139534466,100.9233848897644,4.0,1
515.0471087057349,140.25247187893538,4.0,0
883.6621833524435,101.96663194996134,5.5,1
549.3381837838872,78.9428310354086,4.0,0
1141.9842572042096,118.8148765535158,4.0,1
582.0192098393031,126.25252613451313,4.0,0
692.7052361106379,46.48894210047925,10.0,1
965.2441321687207,106.71420230504532,7.0,1
474.5925640558507,110.13870049625966,2.5,1
824.5903843049911,77.18040438912027,10.0,1
1083.7142610277826,132.39832483928348,2.5,1
384.20402370530536,82.04816562792662,5.5,1
814.3121260477529,91.14402296456089,2.5,1
832.3718706196216,81.28862979863231,5.5,0
957.6374892265545,87.51410857018843,7.0,1
473.1318293892603,50.82292213245834,5.5,1
453.09041285977366,39.47832087438829,5.5,0
895.2659757480553,139.6186670864241,4.0,1
841.2763215759646,59.050275505495186,7.0,0
830.1182840830104,54.28405246794187,7.0,1
853.1475702792742,15.938126251077408,2.5,0
606.7940668211622,65.91426232624644,4.0,1
825.7408873186408,43.338036817552556,4.0,1
840.3373935916835,141.1865002845002,4.0,1
598.5556596736717,120.32396394830694,4.0,1
1217.7858826747415,64.29103860913511,4.0,1
883.719901018829,161.3303815763622,7.0,1
484.0871606713643,119.39826107072261,2.5,1
927.572866072119,76.28056434421546,2.5,1
536.0763991454428,4.519611409172091,2.5,0
958.9003048981884,162.60110489549447,4.0,1
1048.062938961777,41.14410859680133,2.5,1
573.0362435955894,32.701841350422576,2.5,0
1001.2102710186372,120.74482425631814,5.5,1
869.0674224647596,167.511829409196,4.0,1
967.2944383986776,132.68100301084712,2.5,1
1225.2303158369475,105.60900096172787,2.5,1
711.1068521593111,106.62689327495444,5.5,0
589.1033205542025,115.16271343975018,1.0,1
556.5165368898744,112.04464346296326,4.0,1
574.2055316082948,96.27931699098941,5.5,0
751.495589740615,90.43863643041192,1.0,1
851.8764739559945,84.93442677931577,5.5,0
836.4057918392045,62.11916856739968,4.0,1
968.5239797686456,77.73772246339647,5.5,0
773.1204540506976,31.132425131552278,4.0,0
1118.848178517756,83.75479231577326,4.0,1
706.4823600228906,54.376493464019724,5.5,1
1422.8405999815086,50.58155253187957,4.0,1
920.1601634636015,92.93650698806479,5.5,1
564.2821864600921,132.9360754493718,4.0,1
512.985800465333,117.30444799807634,1.0,1
885.7933796583645,35.17348008043516,2.5,1
716.3689315217958,54.34227149317886,5.5,0
941.360118582102,118.04544920361113,4.0,1
883.5770298976507,54.577916013235786,5.5,1
752.5210609623505,79.5871060500982,2.5,1
566.7695076635828,105.15171926781022,4.0,1
406.4366660753925,55.04463298950004,1.0,1
662.8364115039149,90.47739170281667,2.5,1
975.5357106376333,42.97715866769926,2.5,0
821.3824985912489,67.15486774960996,1.0,0
471.0226931091228,97.55280382670374,7.0,1
811.5634222042837,34.43120679345492,10.0,1
862.4761711349207,101.53566635269317,7.0,1
557.874215311728,86.35195263541952,5.5,0
806.8940254269268,105.23216849576589,2.5,1
783.97009242704,94.38916642413383,7.0,1
495.6871285206504,132.01663418913688,4.0,1
855.868966483588,91.13240858738095,5.5,1
904.5882863283763,72.82961714286665,4.0,1
1029.9322983620664,91.03581760006537,1.0,1
1022.9124924883766,104.92883495820082,4.0,1
439.3593516902981,88.61238232074825,4.0,0
544.9219904203705,88.33952580972813,5.5,0
893.6084641300783,63.83427430237708,2.5,1
893.30862821893,65.12426972081872,1.0,1
893.6114447134515,40.714026030610114,2.5,1
1694.655557757133,144.736032525169,5.5,1
907.0137225663601,45.9525132320876,2.5,0
1042.5357536433437,64.13412847273506,2.5,1
998.9604232383685,63.292560236216495,4.0,1
926.3339003133916,116.53250443916657,8.5,1
694.3353812863171,77.26666061636308,7.0,1
952.1526129183842,128.1754883982332,4.0,1
584.5219485109827,64.77480939995235,4.0,0
713.1635343823979,96.20680735338547,8.5,1
653.5127485210152,59.43354724242801,2.5,0
789.6497934527173,157.78992121652183,4.0,1
1325.518056001642,47.80925217202608,2.5,1
321.8563537779805,97.22408343749191,5.5,1
934.7024456898831,107.91463707075927,1.0,1
382.94819091448363,100.65537021589945,1.0,0
656.736352210536,80.88550725703563,4.0,0
1031.3481432721678,82.71591690879694,2.5,1
785.427204582911,88.44577857531063,2.5,0
511.3412532969665,82.14893394625987,4.0,0
598.3271097776077,118.80801085423204,2.5,1
933.1034597443221,159.9472590525146,4.0,1
594.7120083878872,68.6027710947415,4.0,1
821.950061499674,41.79650167389043,5.5,0
780.9372415769152,84.08669240440861,5.5,1
613.6159165746038,172.1304081425925,2.5,1
1284.546581438078,60.478739256998885,2.5,1
922.1405653563227,141.09085457965423,2.5,1
283.9657792021743,142.36412686452255,4.0,1
814.7490355446625,68.73158802363618,4.0,1
611.1712484555869,105.7764416131141,2.5,1
974.5840003510937,140.73708856324177,2.5,1
579.7950227761518,74.48878454741293,5.5,0
742.4632540479442,80.28184811662206,2.5,1
891.1969469553097,67.80452983969477,8.5,1
977.7812466008291,53.513027887135394,4.0,1
481.9288623066137,65.57384101282176,5.5,0
689.7197033981723,46.609971196845535,1.0,1
656.0131253213705,88.12475445255446,5.5,1
613.2009841823091,61.59088337506483,1.0,0
1193.709017667463,94.71493508909468,7.0,1
867.1956106306294,35.655443675280296,2.5,0
467.3878509595892,97.9190476630771,4.0,0
990.2868672931462,114.50645573309453,5.5,1
1279.317487283032,21.20672379514197,2.5,1
1017.7916625322753,99.34386680496988,1.0,1
405.3512081710367,127.51307675161864,4.0,0
653.7838225120996,47.081846383190225,4.0,0
1074.0586758047893,142.1948887656442,4.0,1
600.1593282514926,100.8276273090795,1.0,0
876.5166627550948,63.73460875997251,5.5,1
955.9121728230408,85.1596204372957,8.5,0
547.5366868212601,105.42478811321685,2.5,0
755.713914545168,89.50817791660958,4.0,1
-7.904161616577447,104.7789477507302,4.0,0
524.1469660797704,56.61777142838092,10.0,1
709.3836436656416,92.58890719319058,2.5,1
470.5320363284361,40.347421602135654,4.0,0
1161.7787129435924,83.32953997549289,2.5,1
426.7660692894481,57.17104783166194,2.5,1
664.3893231927239,62.72751189453771,4.0,1
801.3777385486619,127.79107478194445,1.0,0
1115.9055893758675,123.01323397961089,7.0,1
425.39308371693454,107.10155798993685,4.0,1
1049.1593005171903,50.953678765804895,5.5,1
772.455934644701,76.55852116007155,2.5,0
534.4379237484918,127.03222409931305,2.5,0
880.904833823185,91.67665815011686,5.5,1
817.7743269376328,163.5378748193959,4.0,1
625.9479494818893,99.97948870001429,4.0,1
786.7525003976045,93.33762084417106,1.0,1
677.5247367531775,76.79915668131746,2.5,1
797.2441628602995,91.40684985781532,4.0,0
928.9113618850512,81.96849539944206,1.0,1
1150.6440358748844,110.36758633072348,7.0,1
472.92428028155626,118.57117645422127,8.5,1
1281.928009917504,61.06234780323767,1.0,1
301.49892811459955,43.06931253259332,1.0,0
733.5715771914599,26.405222687591216,10.0,1
911.1961295562983,103.76371378811395,1.0,1
837.4380482564078,50.58890199626218,2.5,1
620.5521152430574,15.954610432568062,1.0,1
720.050659914254,99.82309394952182,5.5,1
651.6797756818802,169.2689840752821,4.0,1
628.5524583333893,86.79965991918354,5.5,0
973.9045032850458,114.67019555690418,8.5,1
855.6837166316113,89.70036883206964,8.5,1
603.7016971374429,83.7366414446923,4.0,1
985.9039701039801,117.32952393859637,5.5,1
843.7518850103862,77.42094004177451,10.0,1
965.0869085213504,95.8239463643728,5.5,1
921.1109220616669,97.61602760446844,4.0,1
571.0411973787026,64.95301502977941,5.5,0
635.5565503527273,119.73739753470527,2.5,1
949.3504652295828,81.22632802905153,2.5,1
916.4888637040316,62.060409736736126,7.0,1
764.9836174486044,104.70482483782332,1.0,1
798.1585719941077,57.35055660089578,10.0,1
1076.639574989222,87.92997819318123,4.0,1
628.0228666794007,86.6990731107413,5.5,1
901.303371480809,122.83455367244208,4.0,1
721.4737634158654,102.66504168503845,1.0,0
717.7565112254671,86.17411036141027,2.5,1
1033.7064444769255,113.98628787360948,7.0,1
968.099923757127,132.87684911757134,5.5,1
965.2423126401532,105.40774010961145,5.5,0
1083.314913717039,87.34163645483157,8.5,1
775.0409219918622,43.70940433244474,2.5,0
933.6687131107914,51.851249118512705,7.0,1
695.5359784175706,76.92758475629597,2.5,0
847.7999245972261,66.88609732874366,2.5,1
738.7656669517557,80.82994700148028,2.5,1
793.2790315982523,88.86944752160454,1.0,1
912.8376861048592,104.47986089377213,2.5,1
573.6270360239665,84.67354032405,7.0,1
1272.1729461645102,103.05455424626467,4.0,1
528.5558284400715,89.12765568873397,2.5,1
478.59473293094425,21.809603310322252,2.5,0
1047.9466096400163,56.00193200398111,2.5,1
959.9990465511047,82.2451106611867,4.0,1
919.7887560925172,47.08007348624346,4.0,1
920.8029222234271,106.79764808987476,1.0,1
767.0607745167405,137.51477746734201,4.0,1
554.6589508434004,127.21914110601145,2.5,1
788.1930939664943,79.95638525930313,4.0,1
607.4811892370932,136.19396251604843,4.0,1
1004.0287360202602,91.90602608766969,1.0,1
734.7062284394867,75.87616295310471,4.0,0
571.8806727697972,66.75771210314899,1.0,0
692.8673980032816,77.01850034589177,5.5,1
869.1035490261498,74.19016498813946,7.0,1
634.7061073270461,92.6237353383911,7.0,1
572.6671050640564,92.29894137464554,5.5,1
828.4849307580589,87.10051866506268,5.5,1
828.7919770660934,101.41895960162955,4.0,1
648.3336379109288,126.29132706794927,1.0,1
656.9508066516025,118.3352864695637,4.0,1
825.6919849658327,37.99836704115319,5.5,0
422.45975804064216,2.720602548235491,2.5,0
432.20869414962675,117.83255707089604,4.0,1
597.5733868994154,41.8930029522911,2.5,0
718.7726835891567,79.58274173754145,2.5,0
844.6178157435211,48.386270140041134,4.0,0
1124.0854920678926,27.534645559859353,5.5,1
975.8383095684846,104.86827003075801,4.0,1
731.6147528087776,112.05212028998736,1.0,1
765.4361101033546,67.97515677601827,5.5,1
529.3929524869259,1.4956043592179782,4.0,0
765.5568473618264,68.97393320766807,4.0,1
700.7219266591668,99.92953217828403,1.0,1
847.4524544811414,38.195918230453756,7.0,0
571.4645735474425,93.05087735271215,4.0,1
894.6431634178814,86.49477497729116,4.0,0
1137.8573391206187,106.11661948683593,2.5,1
743.8975643703542,90.94615215766707,4.0,1
866.410813303746,54.888724950908674,4.0,1
935.6345580106669,126.48685955492823,4.0,1
673.7070867473993,81.76852409010999,7.0,1
823.7821956345,86.09895019617227,1.0,1
773.0221761876306,56.202157350584535,2.5,0
793.4422636517196,72.37168571068017,7.0,1
584.477651874688,57.80151043711227,1.0,0
775.8824418221462,81.29278002252705,1.0,1
889.519589898908,143.48637984469735,5.5,1
1118.27446587081,41.72726228326525,1.0,1
1000.2249982604495,33.75247387006755,2.5,0
1286.7637898027735,135.54862080728907,1.0,1
585.8365849068681,80.09231865398843,2.5,1
979.3569528129628,64.92059962422276,4.0,1
814.0020813772044,121.31685468407053,4.0,1
1295.5527039722413,67.0146871886835,2.5,0
576.0084115147636,147.2583205470489,4.0,1
568.4667578766138,109.3715537541959,5.5,1
626.1457650934346,70.89892353119181,1.0,0
260.26502616564636,158.19117103776162,5.5,1
643.8187947966173,67.01140754088983,2.5,0
587.8081612271125,111.48914727630715,7.0,1
806.0945087542898,96.87665515341425,8.5,1
852.0214341865183,129.95746255016036,2.5,1
1220.2810014118127,138.52986949198615,2.5,1
998.101721164652,88.05613691917031,7.0,1
631.5431226410233,62.13721027857596,2.5,0
554.3804788763941,102.17908071699085,2.5,0
888.0606011615613,64.6353927981805,5.5,0
453.1440303150459,153.44177916837856,4.0,1
1209.5501038050447,91.50566592573034,1.0,1
1053.065628973109,74.94438880670042,2.5,1
657.3978434948708,93.09445009354198,4.0,0
358.8477130181894,42.54483244552002,2.5,0
1094.929369799699,54.9367367291485,7.0,1
742.5104371393717,126.61365896216604,5.5,1
1067.0759148736308,65.32248879394393,1.0,1
387.3373618893519,52.451937571495996,4.0,0
626.1499944910945,104.70954083340045,7.0,1
771.2584879323639,126.12823710387892,4.0,1
781.275342503538,110.72545925194721,2.5,1
661.9842868449815,119.86957363159195,4.0,1
919.4839837633997,62.0257620772078,4.0,0
513.7710969481773,40.08024799751916,4.0,0
735.8289235948895,136.54401051453107,2.5,1
798.8709516108556,76.35156531820952,1.0,1
893.4653201740997,78.72251045698344,5.5,1
940.7875707413335,130.83040668101893,10.0,1
500.0858979589114,105.35559031022179,2.5,0
401.8125990234506,102.04429647869306,4.0,1
1076.642437255642,158.44507738173579,4.0,1
849.7553628751019,65.76389839745528,4.0,1
590.363231226427,117.61872422668083,4.0,1
1142.2764741254055,88.88143312160379,4.0,1
797.761912230286,95.86354520248749,2.5,1
1053.0313241753183,137.43945807161356,7.0,1
786.2044355384261,103.7585799575576,5.5,1
1264.5795019716768,104.76377060863788,1.0,1
1191.2818021863689,122.39274213122349,4.0,1
710.2486043650223,74.95655992508479,4.0,1
1003.1770282290452,59.30608097781279,5.5,0
924.8902279004354,52.52129659730589,2.5,1
1098.4715738077637,22.11023255059194,4.0,1
538.4183694607749,154.85483528803064,1.0,1
934.6523503996253,50.59412393118446,5.5,0
1024.0218768439008,79.69863042166953,5.5,1
347.90252325845256,77.86516110366563,4.0,1
486.017956960214,97.14442102770033,1.0,0
280.5842773375758,113.9193280137968,5.5,0
705.3423597333061,115.39562511587161,4.0,1
942.2101413910309,67.75844452722504,7.0,1
1130.5656925030466,81.48498344504843,2.5,1
787.7827473007461,96.3251383661139,5.5,1
1160.86773093711,78.79319283594295,4.0,1
438.775650028426,140.0424040086598,7.0,0
361.18821455476285,103.20217340406231,1.0,1
756.6685522648114,111.25096693964399,4.0,1
862.1757077454338,108.87508186602463,2.5,1
762.1532604574177,125.72463729701573,2.5,1
273.8138959904296,92.97371143722233,2.5,0
748.6111905169307,44.20454571745707,1.0,1
456.9273198788352,100.18970240783717,2.5,0
930.7214117192093,65.50522250486965,4.0,1
857.9835790632436,69.55564950225803,5.5,1
544.4288512814347,106.35001261891809,8.5,1
646.6719398391936,127.86334135730998,5.5,1
515.7887547466516,87.70196203229004,4.0,0
754.9570166544387,97.19148941576582,7.0,1
999.2341569202972,143.17309317296287,5.5,1
533.4257488794694,94.94485492312276,4.0,1
890.9711637242827,172.85554276795304,2.5,1
642.7381715906141,105.66181830584097,2.5,1
579.7105202570374,28.894828947858016,7.0,0
744.3127136109061,111.86027349644958,8.5,1
521.5418426193503,99.57822670113168,2.5,0
637.1241667166763,129.56184088473063,5.5,1
482.5093057786763,109.21498459190863,4.0,0
1241.5340318999336,82.43095252853547,2.5,1
778.4632524732148,46.59815820245093,4.0,1
602.0658780817795,80.10223250956118,2.5,0
821.3551785762132,58.9328250110931,4.0,1
743.0412680742008,67.84272615644416,2.5,0
716.9672961120265,106.42308734588012,1.0,1
917.400008010422,142.1068486435964,4.0,1
951.8018504113531,100.02416048415837,2.5,0
642.6797245734733,47.53585895283892,4.0,0
631.8036222452768,101.67188805126465,5.5,1
703.9875926836054,126.4888390593065,1.0,1
217.53892046345962,66.87716415746038,1.0,0
406.3541450723475,82.57743349979373,4.0,0
1098.0498241866858,87.4847104260635,2.5,1
1164.7922512403081,61.09835566828609,4.0,0
710.2313505064692,108.39325431684735,5.5,1
908.3736711333838,83.00871109594321,4.0,1
844.7000370904486,100.84457064893192,5.5,1
1508.931394029257,57.7127581325307,5.5,1
1038.6979787442983,72.56387608932747,5.5,1
739.299778044616,110.83858480831647,4.0,1
540.6702942558978,74.6965059809717,1.0,1
384.4528831381826,143.98980709070239,4.0,1
818.8312726081335,73.81200587471812,4.0,0
588.4758211317672,94.41459594981225,4.0,0
428.6591096965582,117.77549745181199,5.5,1
614.8225077817935,40.19393081320996,2.5,1
510.4284791325452,28.8933092046344,4.0,0
1174.9139924174153,36.653341619186875,1.0,0
981.5935416678681,128.66527541309702,1.0,1
768.0865660840118,68.78868118554925,4.0,1
1125.186593333606,171.4205764270523,5.5,1
788.5683938354283,68.3798292443062,2.5,1
563.2917916812168,93.09019300550223,2.5,1
1135.5497785447176,137.8896284347399,7.0,1
899.338410484318,153.20106530925105,2.5,1
521.0609229616505,155.0296180290011,4.0,1
724.318717259934,126.87608560957372,1.0,1
559.8516191876582,120.79406335177826,7.0,1
438.12806456855935,106.55338932363905,5.5,0
992.2826114075939,112.68591551349905,4.0,1
1228.2599937128311,68.8108713611584,4.0,1
434.3437822834061,59.99943684706387,5.5,0
905.112616805737,86.88864290543859,5.5,1
613.8457834107614,81.38390745667736,2.5,1
653.0899078964729,72.04347437219994,5.5,1
627.8254581826714,109.98078576607162,5.5,1
562.6422152768441,118.52507188282685,1.0,0
781.6451907067584,89.91742724763097,7.0,1
570.571972061351,135.75849267482363,7.0,1
834.9096381871612,49.32425923359434,4.0,0
757.9428537322071,80.60923784376931,4.0,0
712.6524687520617,63.34486342010744,4.0,1
552.1847211100164,25.404291636589022,1.0,0
631.5748806636001,84.27153736719093,4.0,1
951.2938941981814,82.98233222335166,4.0,1
890.2201250298514,136.94384152699035,5.5,1
535.3867412483477,107.81678559030767,1.0,1
793.8397533030143,53.201834797136236,2.5,1
950.3329096092293,148.18505468902822,5.5,1
369.34273253087076,127.29411195233665,5.5,0
900.4064461711845,106.20922421446433,7.0,1
610.9702978529967,79.52602473795555,1.0,1
906.9436804623582,55.33850518812517,5.5,1
586.817802429796,74.71717638965525,2.5,0
336.8282958405154,122.92870445023816,4.0,0
379.38981490804093,149.1913480958421,8.5,1
781.5403871987317,137.92703643298228,1.0,1
832.3334004131556,70.86796908105296,2.5,1
552.964009974942,50.05262470146263,5.5,1
923.2621901065697,91.64924614806974,5.5,1
371.2351850554496,28.6415009364259,2.5,0
754.140848324644,97.66453456809779,1.0,0
479.35611205701036,82.12911465214394,5.5,1
613.5593341274817,71.62079543834801,5.5,1
781.3756811159393,34.37479878019575,1.0,0
563.5007923318515,103.94880351680065,4.0,1
677.7066693848419,69.42087229115694,1.0,1
1011.5102742114657,48.3927444215605,7.0,1
631.5459513144442,-7.784653038294426,1.0,0
970.566106895634,86.09200813332902,4.0,1
498.8703548821716,145.48430269010157,2.5,1
897.1530026996678,141.82155408007972,1.0,1
1115.976468957896,71.91582353265304,2.5,0
176.80531996945055,67.12700200806125,4.0,0
578.7451386870855,102.4695504504758,8.5,1
908.4973105233296,54.053280506786386,2.5,1
721.2691073496817,96.95913269404238,5.5,1
859.0750096091141,112.28064918669479,2.5,1
625.0435551882031,127.48879638818217,8.5,1
790.781548993496,83.69491547616155,4.0,1
732.6374635059009,80.27876624416012,1.0,1
1050.2676947983537,58.02657463703349,2.5,1
831.0610023922911,59.712948316684624,4.0,0
851.0246388980485,79.52619656724963,1.0,1
671.1495281306078,99.12306172493389,2.5,1
652.9745062226016,117.14829266569726,5.5,1
666.186034923291,60.495094627548625,1.0,0
864.6685141707912,136.25872277566424,1.0,1
668.9637246031369,78.05292116559524,4.0,0
839.5459656551391,86.29487928650163,4.0,1
1268.0961916749052,62.342014588121835,4.0,1
979.069928823606,7.00007141099292,7.0,1
691.7543522797181,116.17349807991464,5.5,1
1058.2913413193469,111.31584860405032,2.5,1
672.0619104748276,77.71619061509897,5.5,0
280.850111557315,89.21069366842077,2.5,1
528.059285379823,104.02599418423529,5.5,1
321.0099389537946,35.4359867227441,5.5,0
685.6367638300859,69.54126164757227,4.0,1
774.4204110054924,113.2107344275203,5.5,1
1172.344954946068,45.60844903541478,4.0,0
848.462569703399,96.68741176149877,5.5,0
717.4158730858725,42.232800447427636,2.5,1
969.0573394840374,102.39218942030638,5.5,1
239.3275258381076,85.82383108418304,4.0,0
826.5474939460559,33.70065007511819,7.0,1
955.007646532872,125.43639869708666,5.5,1
415.139301012838,62.75847796566438,2.5,0
1044.5009703696628,60.26166957852543,2.5,0
851.2391377986593,93.61878350862112,4.0,1
670.3309006638077,124.90503253114763,7.0,1
921.8676478655084,53.4778799737129,4.0,1
1314.966285873055,89.03543504498306,5.5,1
813.6479012140388,101.15094451090891,2.5,1
829.5729407120806,109.87248503968375,4.0,0
659.7533841103415,92.82257132414844,7.0,1
566.03735132845,74.88808131025037,7.0,0
969.280595970619,59.68952271859225,2.5,1
564.5398817818718,89.84274814053038,5.5,1
787.1758969326542,51.619412604474974,1.0,1
655.362212776372,-9.404565955322045,4.0,0
884.955158179134,101.40647353720306,8.5,1
850.0789052688675,116.82984975584445,2.5,1
1019.0095866218958,9.023229627119328,4.0,1
647.5960642748607,53.67888674457207,4.0,1
705.2300155295908,107.43209061317154,1.0,1
535.0967082122462,154.89735050048606,5.5,1
663.3696175817332,87.68619235328846,2.5,1
860.5521183307644,62.97590293943856,7.0,0
951.6772679948843,80.96441744354027,8.5,1
548.6803221973698,132.37092183189012,5.5,1
978.7054208253584,65.68318208889033,4.0,1
1095.353086113188,60.62666378054164,1.0,1
869.2243767736882,71.06946376799294,5.5,1
1220.430995013936,55.54015592746249,2.5,1
584.2905922151425,91.04812042782825,2.5,0
471.2828712052599,140.6143891294955,2.5,1
343.10714026297313,97.66161601282897,2.5,0
1129.050634757404,78.67233442983252,4.0,1
927.0477575249738,77.37022812578705,4.0,1
756.6596789814909,35.41470331301032,2.5,0
837.1924703167568,116.14262264585626,1.0,1
499.8826286483896,84.43137249857755,8.5,1
1356.9804751080383,81.04416285150937,1.0,1
801.0130836740547,192.3725497388804,1.0,1
796.2547507051743,96.85884597606766,2.5,1
944.1839897356859,62.19089534685892,2.5,1
885.4422156168112,72.93019932521707,5.5,1
823.7321658269915,124.89870840349292,2.5,1
580.2861306931252,90.73792354774623,1.0,1
883.1524057126389,39.5368267155269,2.5,0
1221.685879154008,117.33455484098172,7.0,1
1092.9008110771947,64.9512451772132,4.0,1
1152.3647903934552,148.818826615179,1.0,1
647.3082376565155,122.6415861685834,5.5,1
532.4948431379405,72.23837744326121,2.5,1
739.8111391760845,129.27353993725876,2.5,1
783.3739789492867,89.23923184740431,1.0,1
1032.6059644330276,115.14153127903325,5.5,0
363.8084888684433,102.99618297071767,2.5,1
1137.0920766705472,59.07023038530118,1.0,1
732.0781043410425,65.76285553352375,4.0,1
